genetic,exercise,smoking,alcohol,sugar,bmi,lifespan
65.2,3.6,13.1,3.9,7.3,30.55,61.8
92.8,3.8,4.7,0.5,5.8,36.23,92.0
76.1,2.4,0.4,0.5,3.2,20.9,77.7
72.3,1.7,0.1,4.9,5.0,34.36,71.6
80.0,1.9,19.6,0.8,6.6,22.95,75.2
79.0,4.3,9.3,3.6,2.3,20.8,78.8
81.2,1.5,18.2,0.5,6.4,41.54,74.8
77.3,0.3,10.3,0.5,6.3,27.84,73.3
70.2,3.9,7.7,5.2,1.9,26.57,68.5
83.4,2.5,16.2,0.2,7.5,26.15,81.6
82.7,1.7,2.6,4.2,8.0,26.3,82.1
80.7,4.0,10.2,0.3,2.0,36.98,80.1
80.0,3.8,0.9,3.8,2.7,24.01,81.6
81.4,1.6,11.6,0.4,8.4,16.6,79.1
77.6,2.3,3.9,2.8,5.1,25.02,76.8
90.5,4.1,20.0,0.9,5.1,19.51,86.7
78.3,3.2,21.6,1.1,2.0,19.3,76.1
69.3,1.6,4.4,0.6,7.6,27.02,68.0
89.8,1.1,16.0,4.6,3.6,40.43,83.0
78.9,1.0,18.4,2.3,6.8,14.95,75.5
87.1,0.6,9.8,1.1,5.0,23.7,83.0
88.4,1.6,0.1,0.4,2.3,29.77,89.1
71.5,1.8,7.4,1.1,3.8,26.39,71.4
83.0,2.8,0.1,4.5,5.2,44.5,81.3
88.5,2.7,14.5,0.6,3.9,42.68,85.6
79.5,1.7,20.4,4.8,9.1,21.15,74.0
86.6,0.6,13.4,1.0,12.1,26.01,84.3
85.3,1.9,10.1,0.7,7.0,22.89,84.1
94.3,2.0,10.6,0.7,1.4,32.78,92.1
84.5,1.3,0.3,6.0,3.6,43.18,83.0
70.2,1.3,0.9,5.7,7.0,21.86,69.8
86.6,4.0,1.8,0.5,8.4,42.68,87.3
65.3,2.4,0.8,5.1,5.6,18.52,64.3
87.9,0.6,21.0,1.0,13.1,28.3,81.1
95.7,1.3,18.4,3.4,4.6,28.76,90.8
75.7,2.9,0.0,3.3,3.8,20.77,77.7
82.7,5.2,8.2,1.8,1.8,14.52,83.7
87.7,4.0,5.4,5.3,3.4,25.45,86.2
81.9,2.1,20.2,5.3,3.5,29.68,76.8
91.8,3.5,10.8,0.4,5.0,39.23,91.3
99.7,1.7,10.1,0.5,8.0,31.6,98.2
85.4,1.2,18.2,0.5,5.2,40.37,79.1
78.4,1.1,4.7,3.1,6.2,18.12,76.9
88.3,0.5,0.6,0.7,6.4,41.26,86.5
68.2,4.3,3.1,1.4,6.8,13.97,70.3
82.8,2.1,21.3,1.8,8.0,37.3,77.5
90.2,2.4,18.9,0.2,6.4,39.01,82.2
78.0,2.0,1.6,0.8,3.2,20.97,78.5
91.0,0.8,0.3,4.1,5.0,31.39,90.1
80.5,1.6,10.3,4.8,6.4,18.24,77.1
82.0,2.8,4.3,1.9,5.0,22.6,82.2
83.6,5.3,4.7,1.8,7.1,16.82,83.5
78.5,3.7,20.4,1.4,6.2,20.73,73.3
71.2,1.8,0.1,2.1,8.4,33.47,70.6
84.7,1.6,18.5,2.6,8.3,18.31,79.6
80.8,2.4,19.7,3.0,3.7,35.87,78.2
67.4,4.2,18.7,0.3,5.5,21.34,63.4
83.1,0.9,0.4,3.8,4.5,32.93,82.1
83.1,1.6,6.0,5.0,9.8,21.25,80.8
75.1,3.4,19.3,5.9,9.8,36.52,69.8
85.8,4.2,15.2,0.7,3.4,29.46,85.3
74.8,1.5,17.9,0.8,5.7,17.33,69.8
70.8,2.6,0.4,3.5,9.1,23.26,70.5
85.0,0.8,5.4,2.2,7.1,14.98,82.8
74.7,0.1,4.1,4.3,8.0,24.15,71.7
76.7,2.4,4.8,0.5,5.6,20.39,76.9
85.6,1.8,6.3,2.9,5.5,36.25,84.3
81.9,2.1,18.8,1.3,5.4,29.17,77.5
83.3,1.6,4.0,0.3,9.3,19.72,82.3
89.6,3.0,21.8,1.8,9.4,49.22,83.1
86.3,5.0,14.6,1.1,4.7,37.25,85.3
80.8,5.2,21.0,0.7,5.5,36.8,74.9
79.5,3.4,8.2,0.4,7.4,38.81,79.9
78.8,0.8,17.5,5.2,5.2,32.93,72.0
95.9,2.2,7.3,0.4,8.6,28.11,94.6
76.6,3.7,12.8,0.5,8.8,40.36,74.9
101.9,4.6,7.9,4.4,5.1,25.23,102.6
88.6,1.4,13.5,0.4,10.0,29.54,84.1
91.5,1.1,4.4,0.4,6.3,31.72,90.3
96.1,1.6,0.3,0.6,12.1,18.6,97.1
80.8,1.5,0.2,0.4,9.6,17.6,80.9
86.6,1.2,13.5,5.0,9.6,33.76,79.4
64.1,2.3,14.6,4.7,11.0,36.22,60.0
85.9,1.2,0.3,0.2,9.5,29.63,85.5
84.9,1.7,9.7,4.4,9.4,19.84,81.9
80.7,0.8,0.6,0.3,6.6,18.96,80.7
66.9,2.3,2.2,0.5,3.1,29.59,67.2
85.6,1.8,7.8,1.2,3.7,15.58,85.3
83.6,0.8,1.5,3.0,7.9,18.76,83.1
83.7,1.9,1.5,5.0,9.6,22.21,82.7
75.7,2.0,6.5,1.3,9.0,42.46,72.2
84.9,2.4,10.7,4.2,9.1,21.15,83.2
77.6,2.1,10.2,2.2,5.6,26.23,74.6
84.0,1.7,13.9,1.3,4.7,24.13,78.9
69.2,2.1,10.4,0.1,4.1,39.7,65.7
73.6,0.6,5.0,3.9,10.1,33.29,70.9
82.8,0.5,11.2,3.9,9.4,22.9,78.7
77.6,1.2,15.9,1.6,4.1,27.0,72.7
67.9,4.4,0.1,0.5,2.6,20.01,72.8
87.6,3.4,13.3,3.7,5.5,26.58,85.4
91.9,1.3,5.6,4.0,9.0,30.74,90.5
80.2,2.1,8.6,5.2,9.5,42.1,74.9
80.8,2.5,10.4,1.0,8.6,28.5,80.2
77.7,2.5,9.7,3.3,9.7,21.59,75.2
80.6,1.5,21.1,2.4,9.4,24.61,75.0
73.9,1.3,11.9,5.2,7.8,16.24,71.0
75.7,2.2,7.1,1.3,4.1,30.85,73.7
79.9,2.7,9.5,0.4,5.2,21.89,78.7
78.4,1.7,7.6,1.9,5.3,34.74,75.9
82.9,1.9,4.5,1.2,5.8,30.42,81.4
78.2,1.9,8.1,2.1,2.9,13.48,76.2
93.7,2.9,6.8,0.1,6.7,33.99,93.7
88.2,1.0,0.1,2.3,4.6,24.68,88.1
64.8,3.3,19.9,3.5,1.8,29.15,60.8
72.7,2.1,17.1,1.2,8.0,20.82,70.2
83.7,2.3,3.2,0.6,3.7,29.06,83.7
83.3,0.6,5.8,0.7,6.1,28.03,81.5
78.1,2.5,21.5,1.4,6.6,26.87,73.0
74.8,3.8,15.6,5.6,7.8,34.39,70.3
98.4,1.2,0.3,4.4,6.7,18.78,97.2
92.4,3.7,20.6,2.1,7.8,31.82,88.4
83.9,0.7,0.7,2.6,8.8,16.57,82.9
70.9,1.9,1.0,4.1,2.1,24.45,71.4
74.6,3.5,2.4,2.7,9.3,26.09,74.8
78.4,1.8,0.2,0.5,5.0,33.36,79.0
85.6,2.4,0.3,0.9,7.3,28.0,86.0
94.2,1.8,1.0,0.6,8.7,18.5,94.9
64.3,0.6,6.9,0.7,1.2,31.99,62.9
75.7,2.0,20.9,4.5,10.1,25.02,69.5
93.5,2.3,1.5,5.9,4.6,29.82,92.9
84.2,1.1,16.6,0.7,4.6,42.09,77.1
73.1,4.4,13.0,0.3,12.0,19.8,72.8
81.3,3.1,13.8,4.7,8.7,29.95,76.5
72.3,2.5,21.0,4.8,10.2,26.51,68.3
95.9,1.8,9.7,0.3,8.9,24.75,94.1
80.0,2.2,19.9,1.7,5.4,31.72,75.3
74.0,1.8,12.7,0.2,11.0,33.62,71.2
83.3,1.0,1.1,1.2,1.9,21.36,83.4
88.4,1.3,16.2,1.3,6.5,28.41,84.6
72.0,2.1,15.6,5.1,5.1,30.47,68.1
77.9,2.8,6.3,5.7,7.8,18.7,76.1
75.8,0.4,0.6,1.0,5.3,27.41,75.1
86.2,3.0,0.1,5.1,9.8,23.44,86.1
85.8,1.4,0.2,1.0,6.1,17.37,86.6
75.7,3.3,11.9,4.3,7.2,32.16,72.9
82.8,2.0,0.3,4.3,3.6,23.14,83.1
87.1,2.9,2.1,2.0,3.6,20.72,88.4
89.1,3.1,5.2,1.0,5.3,26.09,89.7
82.2,2.6,12.8,0.2,6.1,34.01,79.7
77.5,1.6,5.6,2.1,8.0,33.15,76.1
92.5,1.1,4.0,1.1,9.2,21.23,91.1
91.4,1.5,0.2,5.7,4.0,17.47,90.8
84.6,2.0,7.4,2.0,5.4,22.85,83.5
76.3,1.8,13.3,2.6,4.5,18.48,72.9
80.4,0.1,14.4,4.9,3.6,31.78,74.9
78.7,3.1,7.2,4.3,6.9,31.06,77.9
82.2,2.1,14.0,4.6,5.8,30.12,79.1
82.5,2.2,18.1,0.3,6.9,33.96,78.7
69.7,3.1,3.4,0.1,4.9,21.45,71.0
66.4,3.7,20.7,5.5,5.9,17.99,64.0
80.4,3.2,4.5,0.1,5.4,28.82,81.2
73.7,1.2,0.9,0.2,2.7,30.9,73.7
84.1,3.6,16.4,2.1,3.7,15.34,83.2
84.2,1.3,2.6,0.4,11.6,21.97,83.9
82.5,0.2,12.6,1.1,7.4,26.72,79.5
86.5,1.8,19.6,3.4,13.1,19.91,79.5
75.6,2.4,18.6,3.5,4.2,17.04,74.1
90.0,3.6,0.5,0.8,7.5,28.18,92.7
82.4,5.3,0.1,0.7,7.0,38.09,84.8
80.7,2.4,15.5,4.9,11.7,29.28,73.7
91.4,1.9,17.2,1.2,6.0,23.19,87.6
83.1,3.8,10.5,5.3,11.8,38.76,81.4
91.9,1.7,6.2,0.3,10.3,20.02,90.2
86.4,4.5,0.0,0.3,12.4,24.84,88.8
86.0,1.3,16.4,0.9,8.0,35.02,78.6
82.5,1.5,0.3,0.6,10.2,43.81,80.8
87.0,2.8,0.9,0.7,5.9,30.26,88.3
87.2,0.9,15.3,3.3,8.0,14.6,84.1
83.7,2.6,9.6,1.5,10.9,41.28,82.3
83.2,2.7,18.1,5.8,2.1,30.93,78.2
70.9,2.5,8.6,0.4,3.8,18.57,70.2
95.4,2.1,0.4,0.8,8.8,20.18,96.6
86.7,3.7,0.4,2.3,8.0,43.87,86.9
85.1,1.9,13.9,3.0,5.7,41.99,79.0
80.6,1.9,0.9,3.6,2.3,25.61,80.0
84.5,2.8,14.5,0.4,4.6,23.25,81.3
77.7,4.0,0.6,4.4,5.3,29.26,78.8
79.0,4.5,21.7,2.3,8.2,20.8,78.2
76.0,0.3,18.0,3.9,4.7,24.35,71.1
81.9,1.8,4.9,3.3,2.8,26.01,81.0
74.6,3.6,11.6,5.1,5.7,31.3,72.4
82.2,2.9,20.4,0.4,3.7,28.27,80.8
81.5,1.6,19.8,1.5,6.4,41.45,74.5
84.2,1.3,0.0,2.7,6.1,64.45,77.0
64.1,2.8,11.8,0.6,5.6,21.06,63.8
82.2,5.0,12.4,3.4,2.1,16.46,81.3
77.6,3.0,0.1,4.6,5.0,35.5,76.9
77.7,0.4,0.4,1.5,6.7,15.31,77.3
82.3,1.7,10.7,0.4,8.2,37.69,78.9
88.4,2.2,18.8,4.4,6.0,20.53,81.8
83.1,1.2,16.9,1.6,4.9,37.38,79.3
100.6,1.0,12.9,0.4,10.4,27.93,97.1
79.3,3.0,9.8,2.7,6.6,22.01,79.4
89.9,2.1,6.3,0.4,11.2,28.3,89.2
72.6,2.9,16.2,0.9,6.6,24.93,71.1
75.2,2.3,15.3,3.5,5.7,18.44,71.8
81.3,2.0,13.6,0.9,5.6,18.91,78.9
81.4,4.7,7.2,1.6,5.0,34.3,84.4
78.0,0.8,4.3,0.7,5.6,34.86,75.7
79.9,3.1,0.6,0.6,2.9,13.15,82.6
81.9,2.7,13.5,0.2,12.9,36.48,79.5
76.6,4.6,13.7,0.2,8.6,26.91,73.6
95.1,1.0,4.6,0.5,7.0,14.28,94.1
89.6,3.1,10.4,1.8,1.6,46.19,86.7
85.3,2.3,13.5,4.4,9.2,30.16,81.3
77.9,1.9,13.3,5.5,12.4,38.84,73.8
94.7,0.2,14.1,1.7,11.7,27.99,89.2
80.6,1.4,20.0,0.5,5.7,13.73,76.4
67.6,3.2,12.2,1.3,7.2,20.82,66.1
88.7,3.8,8.9,0.5,2.9,31.27,88.4
86.0,2.1,19.7,0.5,10.2,27.35,82.8
83.1,2.7,15.9,0.2,7.3,36.8,79.1
70.7,1.7,11.9,3.7,9.9,30.15,67.7
83.4,2.7,18.2,1.6,4.8,23.99,79.6
80.6,2.1,5.9,0.9,7.0,26.81,81.2
75.0,0.1,0.7,1.3,6.4,22.66,74.2
78.6,1.8,22.0,0.6,3.7,22.77,74.1
84.3,2.3,0.3,1.4,4.6,39.93,82.6
77.4,3.0,1.2,0.4,8.9,22.34,79.1
83.6,2.2,20.4,0.3,5.4,20.57,76.5
80.9,2.0,4.8,0.9,4.7,32.63,80.3
86.0,4.7,4.3,4.9,8.9,29.55,88.1
89.3,4.4,8.8,0.7,4.8,24.04,90.5
77.3,2.1,8.6,0.2,10.7,30.7,75.5
77.4,4.5,2.4,4.0,5.7,31.08,78.2
82.7,1.6,2.3,2.9,3.5,29.22,82.0
83.8,1.6,3.3,0.4,4.0,36.81,83.4
83.9,2.9,2.0,1.6,3.7,16.21,84.6
70.7,5.4,5.7,3.6,2.7,33.12,72.9
80.1,3.2,0.4,5.1,6.3,15.28,82.4
85.2,3.6,6.9,5.6,5.2,16.85,85.0
80.4,2.9,21.2,1.0,3.6,20.59,77.9
80.3,1.8,5.1,1.6,4.2,45.81,77.0
87.6,2.3,21.8,2.0,9.4,22.9,78.5
87.7,1.9,17.2,1.2,7.1,24.36,83.4
86.3,2.1,0.8,4.8,5.5,18.64,86.5
85.1,1.8,11.1,2.3,3.0,35.13,82.4
90.3,1.5,0.3,1.8,4.7,46.56,88.0
83.7,2.4,21.3,1.3,10.4,33.76,78.0
64.2,2.6,6.9,2.0,5.1,15.27,63.3
73.8,2.2,4.6,2.5,5.1,45.95,69.8
77.9,1.5,17.7,2.2,6.4,36.87,73.2
83.6,3.4,8.5,0.4,4.0,37.81,84.0
71.0,5.1,20.7,4.5,10.9,34.93,65.1
97.9,1.2,3.8,0.5,4.6,37.89,96.3
67.3,5.3,0.1,5.3,10.9,44.69,67.6
82.0,2.6,2.6,5.3,9.7,15.25,81.4
68.9,2.4,17.3,1.3,4.1,22.2,65.6
77.1,1.7,18.2,1.3,7.8,30.01,73.0
84.1,5.3,10.8,4.7,6.4,43.35,82.0
77.2,1.3,13.2,2.0,11.8,30.22,71.8
87.9,1.0,13.0,0.4,10.0,23.88,84.8
74.9,1.1,14.3,1.4,4.6,20.21,70.7
77.4,3.0,7.2,5.5,6.3,20.61,78.4
82.8,3.0,0.5,0.8,11.4,16.83,83.4
80.5,2.8,15.5,1.9,6.1,26.32,77.6
72.6,1.4,20.9,5.7,2.3,19.41,67.5
83.0,1.7,0.0,4.9,9.3,33.3,81.9
76.1,1.0,1.8,1.6,7.1,16.97,75.6
72.3,2.8,17.2,3.4,2.8,40.05,68.4
78.0,0.4,2.6,4.6,7.0,23.46,76.5
91.7,3.0,18.4,4.4,10.4,32.11,85.8
97.9,1.6,19.1,0.4,6.2,27.43,94.6
89.8,3.5,9.8,0.6,7.5,20.54,90.7
83.0,3.5,10.4,0.6,8.8,25.87,81.6
87.2,1.7,0.3,1.5,2.2,16.28,88.1
83.8,1.7,1.4,0.4,6.5,38.42,82.5
75.1,3.3,11.0,0.3,4.5,44.98,72.1
86.0,3.2,0.2,4.8,0.8,24.66,88.4
89.3,1.8,5.6,1.3,4.8,27.67,88.3
74.1,1.9,20.2,0.9,3.9,21.03,71.0
81.9,1.4,1.0,5.9,9.4,18.75,81.1
76.9,3.1,17.7,0.3,13.2,20.37,73.4
85.8,5.1,4.1,4.2,2.8,19.08,87.0
83.0,4.5,18.4,1.3,7.9,17.66,79.1
91.6,4.0,13.7,0.8,8.6,20.57,89.3
86.5,0.7,4.1,0.5,5.0,34.58,84.8
78.4,1.8,10.1,0.3,9.2,19.68,76.8
75.1,1.0,11.1,1.6,6.2,33.4,70.6
79.1,2.4,3.3,2.0,4.1,26.46,79.8
79.5,2.4,4.3,5.2,9.0,52.47,73.2
96.0,1.4,10.0,0.9,6.1,35.42,93.3
95.8,3.9,0.2,3.5,3.9,40.33,97.5
74.5,0.7,3.4,0.3,8.7,28.06,73.0
79.6,4.0,1.7,5.2,3.0,29.28,79.2
89.5,4.2,12.8,4.5,12.2,41.36,85.5
70.1,1.6,3.6,3.2,10.4,25.6,70.0
93.6,1.5,20.0,0.4,8.3,32.48,89.9
83.3,1.6,8.7,0.3,11.1,23.6,80.5
84.9,1.8,0.5,5.2,6.3,25.73,84.0
91.8,4.5,13.4,2.6,10.4,42.21,92.0
78.8,2.0,13.4,1.6,7.6,32.65,75.0
84.2,4.0,14.8,2.6,2.6,17.75,83.2
100.1,2.0,20.0,1.1,4.9,22.49,94.7
90.2,3.4,21.8,0.4,8.0,29.18,87.4
89.3,1.7,17.7,5.2,7.9,21.53,84.3
64.6,4.5,7.2,4.3,7.6,39.9,64.3
102.1,2.5,19.3,0.8,8.3,26.18,99.6
94.3,0.8,10.3,3.9,10.1,51.01,87.9
81.4,4.0,16.3,3.8,7.0,37.6,76.7
76.6,3.9,17.6,4.9,10.3,21.89,70.8
84.9,1.8,7.9,4.0,7.0,35.38,81.8
85.6,2.8,16.5,4.3,6.4,25.46,82.2
83.0,3.2,8.7,4.3,10.0,31.16,80.3
81.6,0.9,16.7,1.9,6.6,37.19,75.8
93.3,1.6,0.3,0.4,4.1,29.92,94.5
77.1,5.3,7.5,0.7,5.7,42.15,76.3
72.8,3.0,5.0,1.2,10.5,28.7,72.2
77.3,3.9,10.0,0.0,4.8,34.56,76.4
85.4,2.2,16.4,0.6,11.0,34.74,82.1
75.8,3.0,1.1,0.3,3.8,22.93,77.6
91.6,1.1,15.4,2.1,1.2,32.67,87.7
80.9,1.1,4.7,0.6,3.6,35.23,79.7
92.7,1.3,0.2,0.9,5.8,24.62,92.9
81.8,3.3,2.0,1.0,6.0,25.53,83.2
78.5,2.5,19.2,0.5,7.7,40.12,73.6
98.9,2.2,6.3,3.5,2.0,35.75,96.8
79.1,4.0,5.9,1.4,1.7,28.4,80.9
72.9,3.1,3.1,4.0,4.3,26.85,74.6
77.0,1.6,14.0,0.5,5.1,23.1,73.5
76.1,3.8,9.6,4.4,3.5,21.5,76.2
65.6,3.0,5.4,1.7,6.0,19.51,65.9
86.3,4.1,7.8,2.0,0.9,24.96,88.6
83.6,0.9,0.5,0.4,2.6,18.11,83.9
82.7,2.2,19.2,1.6,6.0,24.13,80.3
82.4,1.6,20.0,5.1,2.8,38.26,76.0
77.3,3.9,18.4,0.4,8.0,38.0,75.8
70.1,5.4,16.7,0.1,10.1,29.87,73.5
80.5,1.8,8.2,1.2,7.9,12.8,79.8
89.3,4.3,2.4,0.1,5.5,22.62,90.9
93.4,2.6,12.9,0.4,7.7,16.71,91.0
80.7,2.1,20.4,0.7,2.4,23.72,75.1
79.0,3.3,3.3,2.1,5.6,25.42,79.3
84.7,3.5,0.4,1.4,3.7,24.88,87.3
80.5,3.1,18.0,0.5,8.7,24.96,78.7
68.8,1.7,5.7,5.5,5.4,30.95,67.2
85.0,2.4,19.3,2.6,8.4,21.56,79.3
79.7,3.8,8.9,1.0,8.3,31.0,80.4
77.9,2.6,15.9,5.5,5.8,28.73,72.4
76.2,2.9,21.3,1.7,5.8,48.7,68.3
85.2,2.0,13.0,2.8,2.9,21.46,83.8
79.6,1.8,16.8,4.5,5.5,18.49,74.8
89.7,0.9,0.0,0.6,7.8,31.43,89.1
91.7,0.9,10.2,1.0,5.2,22.03,89.4
87.3,2.6,21.7,1.0,6.6,22.85,83.5
90.3,4.5,18.8,2.1,6.8,20.48,87.6
76.2,2.4,14.0,0.4,10.5,36.6,71.1
86.6,1.4,1.8,4.7,6.5,26.08,85.6
78.4,2.0,17.1,3.9,4.9,32.92,74.8
77.8,1.4,21.4,1.1,4.8,27.2,73.6
74.9,2.7,0.6,1.7,4.0,17.04,76.9
98.3,4.5,22.0,0.4,3.9,19.38,96.3
68.3,3.3,1.5,4.1,5.5,35.7,69.2
79.1,2.5,19.7,4.2,6.5,24.65,72.9
77.3,3.2,4.7,2.5,5.0,23.18,77.7
80.3,1.7,19.1,0.8,7.6,20.17,76.4
64.5,2.5,10.8,3.8,6.3,36.61,59.7
78.0,4.4,14.3,4.4,11.1,30.1,72.3
89.1,1.3,6.3,3.6,11.9,30.95,87.1
91.3,3.3,14.2,0.4,8.6,22.13,89.7
68.3,1.5,19.1,4.4,9.9,17.34,63.1
74.3,3.0,6.9,4.9,5.5,25.02,73.0
86.0,2.6,14.4,1.8,3.9,36.19,82.8
76.0,2.8,1.1,0.5,6.1,28.86,76.4
86.1,2.9,15.6,0.7,4.8,16.73,82.3
69.6,1.2,13.9,0.7,11.4,21.8,64.8
91.9,1.7,15.5,0.5,7.5,54.29,83.5
91.9,3.8,0.0,0.5,6.7,30.15,93.2
78.6,3.7,11.5,4.0,10.3,16.73,76.9
89.0,2.4,21.9,0.4,6.4,28.2,83.1
84.9,1.6,17.0,1.4,5.5,22.6,81.9
94.9,2.9,9.1,3.9,7.4,24.97,95.2
83.6,2.1,11.7,0.2,9.7,15.84,80.3
79.5,1.2,16.3,3.2,5.8,23.01,73.6
85.1,4.8,0.3,2.4,3.2,36.82,87.1
92.7,3.0,9.2,0.4,8.0,33.16,92.5
81.2,3.4,2.8,0.7,7.0,39.42,81.8
83.1,1.2,7.1,0.7,11.7,23.49,80.9
79.3,3.1,13.4,3.6,11.6,34.55,75.1
82.5,2.4,18.7,5.1,6.7,34.18,80.8
78.0,2.6,0.2,0.8,8.8,26.0,79.0
81.9,1.7,11.0,1.3,9.6,31.52,77.9
94.5,3.4,13.4,1.2,9.4,31.59,92.3
76.6,1.5,8.0,1.4,5.0,15.68,75.7
85.6,3.8,15.5,3.9,7.0,20.93,83.5
82.3,1.6,18.3,0.2,2.6,29.96,79.2
86.7,3.0,8.7,0.5,3.2,32.56,85.4
100.5,1.4,10.4,1.0,9.8,48.75,94.6
81.7,1.4,0.8,3.0,7.6,26.17,80.7
70.3,1.7,1.1,3.5,6.7,35.51,68.7
84.5,2.2,10.1,0.6,8.1,26.08,81.9
84.3,1.7,10.4,0.4,10.7,26.43,82.2
85.5,2.8,2.3,3.9,4.5,39.77,84.1
81.7,2.6,10.7,1.9,2.2,24.81,79.4
88.3,4.8,11.8,4.7,3.0,28.22,87.8
71.8,1.5,3.0,5.1,5.1,22.04,70.8
85.5,2.6,10.2,0.4,5.6,23.3,84.7
88.1,4.5,18.4,5.8,7.7,34.48,85.4
74.3,1.0,10.7,1.0,5.3,26.33,71.7
86.2,2.6,1.1,5.0,6.9,22.82,86.4
81.8,2.9,15.1,1.9,7.8,53.46,73.6
87.2,2.2,1.0,3.4,7.4,20.7,87.1
90.0,5.4,0.2,1.4,10.0,37.58,92.6
77.2,2.5,18.5,0.9,11.8,16.06,73.0
73.5,4.0,16.9,0.2,3.9,20.54,71.4
73.6,0.5,0.0,4.7,9.2,27.69,71.7
78.1,1.8,8.3,1.6,4.2,34.43,76.2
79.8,1.1,1.0,1.0,7.5,17.15,79.6
64.3,2.8,0.1,0.8,7.7,27.68,65.7
78.5,1.6,1.2,1.8,3.7,40.22,78.1
82.5,1.7,1.0,1.1,8.1,26.16,82.5
77.7,0.2,9.7,4.3,2.6,19.65,73.6
83.2,1.9,15.1,1.2,10.5,31.86,80.1
95.9,1.1,3.0,5.7,2.4,25.93,94.5
85.9,3.6,11.1,0.8,4.6,29.61,83.5
76.7,0.9,13.0,0.4,6.9,42.03,72.4
83.3,1.7,11.9,1.0,11.6,26.25,80.5
88.6,2.7,8.2,0.2,6.9,42.28,85.6
75.8,2.6,18.1,0.6,1.7,21.62,72.3
91.4,1.0,0.4,3.8,7.7,16.38,90.7
90.8,1.5,6.4,4.8,4.6,21.9,88.9
93.8,2.2,7.1,5.9,11.6,31.99,91.9
82.6,1.8,10.7,1.3,6.4,21.64,81.8
80.1,3.5,18.2,1.0,8.0,22.01,75.8
66.1,1.4,6.6,3.5,7.6,35.69,64.0
80.2,1.5,2.9,3.5,3.0,19.69,78.9
74.6,2.2,19.1,0.9,8.0,41.88,69.9
84.4,2.3,4.3,0.5,6.3,19.61,84.0
85.9,1.8,4.6,0.3,4.0,24.47,86.2
85.3,1.5,4.6,4.8,6.8,34.28,82.9
95.9,4.3,7.5,2.7,4.7,29.86,97.3
78.1,3.5,16.1,2.4,5.6,44.29,76.9
74.3,3.0,17.6,3.2,6.9,13.5,71.2
86.0,0.3,0.1,5.5,5.0,26.91,83.7
75.9,3.5,19.7,4.0,8.6,37.83,71.4
81.0,1.6,10.3,0.8,4.6,31.18,78.3
85.8,1.9,10.9,4.0,7.9,34.77,82.5
83.4,1.4,1.5,3.8,10.2,38.49,82.2
87.6,2.4,3.9,2.2,6.2,17.6,87.0
81.4,3.1,21.0,2.0,6.0,30.99,77.1
75.5,1.8,12.8,3.8,6.4,35.5,71.4
80.0,1.6,20.5,0.7,7.1,17.26,75.5
76.4,2.3,14.7,0.7,3.6,19.21,74.3
92.4,1.7,20.9,1.4,6.1,41.52,85.5
78.0,3.6,5.9,1.1,2.0,33.47,77.3
86.4,4.5,1.1,0.3,5.6,23.38,88.1
84.6,1.9,16.9,4.4,4.8,33.29,80.5
84.9,2.3,21.5,1.0,4.9,22.18,78.8
79.9,2.5,12.6,1.5,7.8,31.25,77.1
84.1,4.2,20.5,0.2,11.5,49.68,80.6
74.8,1.0,13.4,2.5,1.8,32.65,69.8
76.1,2.5,13.9,5.3,8.5,32.29,75.4
74.3,3.7,0.1,0.4,7.0,26.27,76.2
73.4,4.4,11.6,0.4,3.8,19.03,74.9
81.3,2.1,17.3,1.2,9.2,30.51,74.8
73.6,2.9,19.1,1.6,9.8,21.5,69.5
93.9,4.7,5.6,2.7,6.0,34.65,95.2
98.1,2.8,21.9,2.1,5.6,18.55,91.9
81.1,3.2,18.8,0.4,3.5,48.0,73.2
92.5,1.5,0.7,1.2,12.9,25.32,92.3
86.0,1.4,16.4,2.7,8.5,21.43,82.1
70.2,2.2,0.2,0.0,4.6,24.71,71.1
74.7,1.8,0.1,5.0,4.4,16.54,75.2
80.9,2.5,3.4,1.2,9.0,29.63,80.2
71.6,2.8,1.1,0.5,9.2,17.07,72.8
77.0,3.5,0.3,0.5,3.3,16.71,78.9
77.2,4.7,8.6,3.1,6.5,33.74,77.3
86.7,4.1,19.5,4.7,12.9,30.07,77.8
82.1,1.6,20.1,0.5,7.8,29.5,75.6
83.5,2.3,11.4,0.4,8.0,27.84,81.1
79.6,1.7,0.2,0.9,6.0,16.93,80.7
86.3,4.8,12.7,0.1,9.4,36.9,86.6
102.1,1.2,0.3,4.1,9.0,30.9,100.9
89.7,2.7,19.1,0.8,5.6,53.28,81.8
92.9,0.2,20.8,5.2,7.5,57.01,79.9
84.7,0.6,19.7,0.7,6.9,23.11,78.6
82.6,2.9,3.3,3.8,4.8,16.66,82.9
89.1,2.4,8.5,0.6,7.5,17.67,87.5
82.5,1.5,10.5,0.2,8.4,21.77,80.7
90.6,1.0,9.2,5.7,7.5,39.47,84.9
79.4,5.4,17.2,2.2,8.2,35.9,75.3
69.2,2.9,20.9,0.8,4.7,22.34,65.9
75.6,2.9,8.5,5.0,2.4,23.12,73.3
80.7,4.0,7.5,1.4,4.3,26.66,79.7
85.8,3.3,0.1,4.1,3.5,27.12,86.4
71.0,1.4,0.2,4.8,9.2,39.59,69.2
72.1,3.6,4.2,0.5,11.0,38.71,71.1
82.0,1.7,5.5,0.5,1.9,17.19,81.8
