genetic,length,mass,exercise,smoking,alcohol,sugar,bmi,lifespan
80.0,180.0,63.0,2.0,21.0,8.0,1,19.44,73
80.0,172.0,78.0,2.0,2.0,8.0,2,26.37,89
80.0,186.0,98.0,2.0,4.0,8.0,4,28.33,70
80.0,175.0,64.0,2.0,8.0,2.0,3,20.9,88
80.0,182.0,94.0,2.0,12.0,5.0,1,28.38,78
80.0,168.0,82.0,1.0,10.0,9.0,1,29.05,70
80.0,205.0,103.0,2.0,0.0,5.0,2,24.51,89
80.0,205.0,84.0,2.0,5.0,7.0,3,19.99,80
80.0,159.0,85.0,1.0,14.0,8.0,2,33.62,63
80.0,214.0,80.0,2.0,9.0,8.0,3,17.47,80
80.0,178.0,87.0,1.0,16.0,2.0,3,27.46,62
80.0,209.0,85.0,2.0,11.0,5.0,2,19.46,85
80.0,176.0,75.0,2.0,2.0,6.0,4,24.21,83
80.0,190.0,72.0,1.0,22.0,9.0,3,19.94,61
80.0,196.0,75.0,1.0,22.0,2.0,3,19.52,64
80.0,199.0,75.0,1.0,3.0,3.0,2,18.94,86
80.0,182.0,68.0,0.0,1.0,7.0,2,20.53,74
80.0,170.0,91.0,0.0,2.0,7.0,2,31.49,67
80.0,192.0,60.0,2.0,22.0,3.0,4,16.28,73
80.0,157.0,78.0,1.0,13.0,1.0,2,31.64,66
80.0,190.0,70.0,1.0,1.0,9.0,4,19.39,70
80.0,188.0,81.0,2.0,0.0,5.0,1,22.92,90
80.0,182.0,64.0,2.0,19.0,3.0,5,19.32,68
80.0,185.0,89.0,3.0,21.0,5.0,2,26.0,79
80.0,190.0,96.0,1.0,18.0,8.0,2,26.59,66
80.0,187.0,67.0,1.0,5.0,8.0,2,19.16,71
80.0,177.0,107.0,2.0,4.0,5.0,3,34.15,80
80.0,198.0,64.0,3.0,15.0,9.0,2,16.32,84
80.0,180.0,73.0,1.0,2.0,0.0,1,22.53,89
80.0,194.0,80.0,3.0,0.0,1.0,3,21.26,102
80.0,161.0,73.0,2.0,21.0,7.0,2,28.16,70
80.0,182.0,68.0,2.0,0.0,6.0,3,20.53,83
80.0,210.0,95.0,1.0,0.0,4.0,3,21.54,77
80.0,195.0,76.0,1.0,7.0,6.0,2,19.99,76
80.0,194.0,94.0,1.0,8.0,0.0,2,24.98,77
80.0,167.0,66.0,2.0,9.0,7.0,2,23.67,83
80.0,163.0,91.0,1.0,13.0,7.0,1,34.25,61
80.0,198.0,66.0,3.0,18.0,8.0,3,16.84,80
80.0,174.0,80.0,1.0,21.0,9.0,2,26.42,53
80.0,195.0,64.0,1.0,0.0,0.0,3,16.83,83
80.0,178.0,103.0,2.0,0.0,9.0,2,32.51,83
80.0,187.0,63.0,3.0,2.0,6.0,1,18.02,106
80.0,203.0,67.0,2.0,6.0,5.0,3,16.26,85
80.0,193.0,84.0,1.0,0.0,1.0,1,22.55,87
80.0,198.0,65.0,3.0,11.0,8.0,3,16.58,92
80.0,184.0,99.0,2.0,14.0,6.0,3,29.24,67
80.0,187.0,75.0,1.0,7.0,4.0,2,21.45,79
80.0,169.0,82.0,2.0,6.0,4.0,2,28.71,79
80.0,179.0,85.0,1.0,0.0,5.0,2,26.53,76
80.0,180.0,89.0,1.0,5.0,2.0,4,27.47,70
80.0,178.0,77.0,1.0,12.0,8.0,2,24.3,67
80.0,183.0,90.0,1.0,14.0,4.0,1,26.87,71
80.0,199.0,69.0,2.0,9.0,8.0,2,17.42,82
80.0,181.0,72.0,3.0,7.0,6.0,1,21.98,93
80.0,173.0,81.0,2.0,5.0,4.0,2,27.06,87
80.0,179.0,87.0,3.0,12.0,7.0,3,27.15,79
80.0,177.0,90.0,2.0,10.0,6.0,1,28.73,78
80.0,160.0,83.0,2.0,13.0,7.0,2,32.42,72
80.0,190.0,104.0,1.0,10.0,5.0,1,28.81,70
80.0,201.0,79.0,2.0,1.0,9.0,2,19.55,84
80.0,172.0,72.0,2.0,3.0,8.0,2,24.34,86
80.0,179.0,98.0,3.0,4.0,7.0,3,30.59,90
80.0,181.0,65.0,1.0,16.0,1.0,4,19.84,67
80.0,177.0,87.0,2.0,12.0,7.0,1,27.77,80
80.0,180.0,108.0,1.0,12.0,2.0,2,33.33,65
80.0,175.0,78.0,0.0,13.0,8.0,1,25.47,63
80.0,184.0,71.0,3.0,20.0,2.0,3,20.97,89
80.0,167.0,70.0,3.0,1.0,9.0,3,25.1,90
80.0,176.0,60.0,1.0,16.0,9.0,3,19.37,66
80.0,186.0,111.0,3.0,10.0,9.0,2,32.08,79
80.0,191.0,72.0,2.0,19.0,5.0,2,19.74,72
80.0,201.0,84.0,2.0,9.0,2.0,3,20.79,86
80.0,170.0,81.0,1.0,5.0,9.0,2,28.03,72
80.0,190.0,73.0,1.0,18.0,3.0,2,20.22,72
80.0,169.0,78.0,2.0,8.0,8.0,2,27.31,75
80.0,178.0,91.0,1.0,10.0,7.0,3,28.72,67
80.0,200.0,86.0,2.0,22.0,6.0,2,21.5,67
80.0,206.0,84.0,2.0,13.0,6.0,1,19.79,79
80.0,192.0,111.0,1.0,9.0,7.0,4,30.11,59
80.0,180.0,60.0,2.0,6.0,8.0,2,18.52,86
80.0,196.0,68.0,2.0,10.0,4.0,3,17.7,78
80.0,174.0,69.0,2.0,5.0,1.0,1,22.79,90
80.0,180.0,85.0,1.0,0.0,9.0,2,26.23,72
80.0,171.0,76.0,2.0,22.0,7.0,3,25.99,71
80.0,197.0,74.0,1.0,12.0,5.0,2,19.07,69
80.0,187.0,93.0,2.0,10.0,6.0,2,26.59,78
80.0,189.0,83.0,1.0,16.0,5.0,3,23.24,66
80.0,181.0,71.0,2.0,6.0,7.0,3,21.67,87
80.0,184.0,85.0,1.0,8.0,7.0,2,25.11,75
80.0,170.0,85.0,2.0,22.0,9.0,2,29.41,66
80.0,204.0,105.0,2.0,0.0,0.0,3,25.23,84
80.0,165.0,79.0,1.0,19.0,3.0,2,29.02,65
80.0,190.0,83.0,2.0,13.0,8.0,1,22.99,85
80.0,171.0,93.0,2.0,6.0,3.0,1,31.8,85
80.0,154.0,92.0,4.0,19.0,9.0,3,38.79,74
80.0,190.0,103.0,2.0,4.0,4.0,2,28.53,83
80.0,188.0,80.0,1.0,21.0,1.0,1,22.63,70
80.0,186.0,80.0,2.0,13.0,8.0,4,23.12,66
80.0,196.0,65.0,1.0,9.0,2.0,2,16.92,80
80.0,178.0,61.0,1.0,7.0,7.0,2,19.25,73
80.0,180.0,76.0,3.0,12.0,5.0,4,23.46,80
80.0,173.0,85.0,3.0,5.0,8.0,3,28.4,85
80.0,188.0,93.0,2.0,17.0,9.0,3,26.31,64
80.0,187.0,64.0,2.0,21.0,5.0,2,18.3,74
80.0,198.0,76.0,1.0,11.0,7.0,3,19.39,73
80.0,208.0,79.0,1.0,16.0,7.0,3,18.26,62
80.0,185.0,97.0,1.0,13.0,7.0,3,28.34,60
80.0,168.0,67.0,1.0,17.0,6.0,2,23.74,66
80.0,194.0,89.0,2.0,6.0,6.0,1,23.65,93
80.0,163.0,76.0,2.0,10.0,8.0,1,28.6,77
80.0,178.0,64.0,1.0,0.0,9.0,3,20.2,75
80.0,199.0,104.0,1.0,2.0,6.0,2,26.26,74
80.0,197.0,94.0,1.0,1.0,1.0,3,24.22,80
80.0,202.0,72.0,1.0,7.0,2.0,2,17.65,83
80.0,213.0,92.0,1.0,1.0,7.0,3,20.28,75
80.0,192.0,67.0,1.0,12.0,4.0,2,18.17,77
80.0,173.0,63.0,1.0,19.0,8.0,2,21.05,64
80.0,177.0,76.0,3.0,17.0,0.0,2,24.26,89
80.0,212.0,84.0,3.0,0.0,6.0,2,18.69,103
80.0,180.0,68.0,1.0,17.0,8.0,4,20.99,64
80.0,198.0,87.0,1.0,4.0,8.0,2,22.19,76
80.0,158.0,64.0,2.0,6.0,4.0,3,25.64,77
80.0,193.0,70.0,2.0,1.0,3.0,3,18.79,88
80.0,202.0,101.0,2.0,13.0,3.0,4,24.75,74
80.0,202.0,74.0,0.0,15.0,9.0,3,18.14,56
80.0,161.0,79.0,3.0,16.0,1.0,4,30.48,81
80.0,184.0,69.0,1.0,4.0,5.0,1,20.38,76
80.0,191.0,79.0,1.0,17.0,7.0,2,21.66,68
80.0,188.0,97.0,2.0,0.0,6.0,3,27.44,79
80.0,186.0,68.0,2.0,0.0,2.0,4,19.66,92
80.0,189.0,75.0,2.0,18.0,8.0,2,21.0,75
80.0,157.0,88.0,2.0,7.0,5.0,3,35.7,74
80.0,192.0,70.0,2.0,16.0,9.0,2,18.99,81
80.0,179.0,79.0,1.0,3.0,1.0,3,24.66,80
80.0,206.0,63.0,2.0,5.0,8.0,2,14.85,90
80.0,170.0,81.0,1.0,14.0,1.0,3,28.03,66
80.0,189.0,86.0,2.0,15.0,0.0,3,24.08,78
80.0,167.0,89.0,3.0,14.0,7.0,2,31.91,77
80.0,193.0,88.0,3.0,5.0,1.0,2,23.62,96
80.0,181.0,86.0,3.0,22.0,6.0,1,26.25,81
80.0,176.0,80.0,3.0,1.0,5.0,1,25.83,100
80.0,185.0,75.0,3.0,9.0,7.0,3,21.91,89
80.0,187.0,74.0,1.0,13.0,8.0,1,21.16,68
80.0,169.0,80.0,1.0,21.0,6.0,2,28.01,57
80.0,172.0,95.0,1.0,22.0,8.0,2,32.11,58
80.0,172.0,79.0,2.0,11.0,8.0,1,26.7,78
80.0,186.0,84.0,2.0,13.0,2.0,2,24.28,78
80.0,185.0,90.0,3.0,13.0,1.0,3,26.3,85
80.0,163.0,83.0,0.0,16.0,9.0,3,31.24,46
80.0,200.0,71.0,2.0,4.0,1.0,2,17.75,95
80.0,164.0,66.0,1.0,0.0,9.0,4,24.54,73
80.0,179.0,63.0,1.0,3.0,9.0,3,19.66,74
80.0,195.0,79.0,2.0,7.0,8.0,1,20.78,90
80.0,195.0,104.0,1.0,4.0,9.0,3,27.35,67
80.0,194.0,83.0,1.0,21.0,8.0,2,22.05,63
80.0,190.0,65.0,1.0,2.0,6.0,3,18.01,75
80.0,184.0,80.0,1.0,20.0,9.0,2,23.63,65
80.0,189.0,78.0,2.0,11.0,7.0,2,21.84,80
80.0,182.0,101.0,0.0,1.0,4.0,4,30.49,60
80.0,188.0,66.0,1.0,0.0,8.0,2,18.67,82
80.0,158.0,96.0,0.0,19.0,8.0,4,38.46,40
80.0,171.0,77.0,2.0,20.0,9.0,3,26.33,61
80.0,196.0,67.0,2.0,13.0,2.0,1,17.44,88
80.0,182.0,93.0,1.0,0.0,4.0,2,28.08,77
80.0,169.0,78.0,2.0,2.0,3.0,2,27.31,86
80.0,202.0,73.0,3.0,15.0,7.0,1,17.89,91
80.0,156.0,83.0,1.0,4.0,5.0,2,34.11,74
80.0,176.0,84.0,3.0,8.0,1.0,2,27.12,98
80.0,191.0,68.0,3.0,4.0,9.0,4,18.64,92
80.0,187.0,90.0,3.0,0.0,0.0,3,25.74,99
80.0,194.0,91.0,3.0,19.0,0.0,1,24.18,89
80.0,156.0,63.0,2.0,7.0,3.0,2,25.89,84
80.0,198.0,75.0,2.0,5.0,9.0,4,19.13,81
80.0,198.0,89.0,2.0,20.0,9.0,2,22.7,67
80.0,209.0,73.0,0.0,1.0,3.0,3,16.71,78
80.0,179.0,93.0,3.0,11.0,5.0,2,29.03,83
80.0,184.0,70.0,1.0,3.0,8.0,1,20.68,85
80.0,167.0,62.0,2.0,14.0,6.0,2,22.23,78
80.0,164.0,78.0,1.0,11.0,1.0,3,29.0,69
80.0,170.0,82.0,2.0,0.0,5.0,1,28.37,93
80.0,172.0,89.0,2.0,12.0,3.0,5,30.08,67
80.0,193.0,74.0,1.0,18.0,8.0,4,19.87,60
80.0,176.0,66.0,1.0,22.0,5.0,1,21.31,72
80.0,210.0,71.0,3.0,19.0,9.0,2,16.1,86
80.0,193.0,63.0,1.0,10.0,7.0,4,16.91,69
80.0,175.0,89.0,1.0,13.0,1.0,2,29.06,74
80.0,196.0,82.0,1.0,14.0,9.0,2,21.35,72
80.0,173.0,80.0,1.0,22.0,1.0,2,26.73,64
80.0,172.0,74.0,2.0,16.0,9.0,4,25.01,66
80.0,201.0,77.0,2.0,18.0,7.0,2,19.06,77
80.0,188.0,71.0,3.0,16.0,2.0,1,20.09,93
80.0,166.0,100.0,0.0,1.0,5.0,4,36.29,59
80.0,191.0,80.0,0.0,21.0,9.0,2,21.93,54
80.0,178.0,62.0,1.0,8.0,4.0,2,19.57,73
80.0,188.0,74.0,2.0,7.0,9.0,3,20.94,82
80.0,183.0,88.0,1.0,16.0,5.0,3,26.28,61
80.0,177.0,74.0,3.0,1.0,2.0,1,23.62,104
80.0,193.0,64.0,3.0,3.0,2.0,3,17.18,100
80.0,182.0,68.0,1.0,0.0,9.0,2,20.53,84
80.0,169.0,70.0,3.0,1.0,9.0,3,24.51,87
80.0,189.0,65.0,0.0,0.0,7.0,3,18.2,70
80.0,204.0,70.0,1.0,18.0,3.0,2,16.82,70
80.0,179.0,86.0,1.0,0.0,6.0,5,26.84,73
80.0,171.0,87.0,1.0,16.0,7.0,2,29.75,64
80.0,197.0,77.0,1.0,16.0,7.0,4,19.84,63
80.0,179.0,68.0,2.0,0.0,3.0,1,21.22,96
80.0,187.0,70.0,1.0,14.0,7.0,2,20.02,72
80.0,179.0,74.0,1.0,5.0,4.0,2,23.1,77
80.0,163.0,74.0,2.0,13.0,3.0,3,27.85,80
80.0,164.0,65.0,1.0,12.0,5.0,2,24.17,71
80.0,190.0,90.0,2.0,18.0,0.0,3,24.93,70
80.0,183.0,103.0,2.0,4.0,7.0,1,30.76,80
80.0,177.0,84.0,2.0,0.0,6.0,2,26.81,84
80.0,203.0,97.0,1.0,11.0,8.0,2,23.54,67
80.0,180.0,60.0,1.0,1.0,2.0,2,18.52,85
80.0,185.0,71.0,2.0,19.0,9.0,1,20.75,75
80.0,173.0,65.0,2.0,3.0,8.0,2,21.72,85
80.0,177.0,75.0,1.0,4.0,4.0,3,23.94,79
80.0,190.0,79.0,2.0,20.0,5.0,3,21.88,71
80.0,174.0,82.0,2.0,9.0,8.0,3,27.08,78
80.0,187.0,85.0,1.0,17.0,7.0,2,24.31,65
80.0,201.0,62.0,2.0,1.0,7.0,3,15.35,85
80.0,190.0,94.0,1.0,21.0,2.0,3,26.04,59
80.0,183.0,103.0,1.0,7.0,9.0,2,30.76,65
80.0,175.0,86.0,3.0,0.0,7.0,4,28.08,85
80.0,170.0,79.0,2.0,5.0,4.0,3,27.34,80
80.0,174.0,70.0,2.0,22.0,7.0,2,23.12,69
80.0,208.0,72.0,2.0,14.0,1.0,2,16.64,87
80.0,193.0,64.0,0.0,1.0,8.0,2,17.18,77
80.0,195.0,96.0,1.0,1.0,7.0,4,25.25,76
80.0,190.0,74.0,1.0,12.0,6.0,1,20.5,78
80.0,208.0,70.0,0.0,12.0,2.0,2,16.18,70
80.0,175.0,79.0,1.0,11.0,8.0,1,25.8,74
80.0,171.0,88.0,3.0,5.0,1.0,2,30.09,94
80.0,175.0,94.0,2.0,2.0,7.0,2,30.69,84
80.0,181.0,65.0,2.0,18.0,2.0,2,19.84,78
80.0,172.0,70.0,3.0,12.0,6.0,3,23.66,83
80.0,180.0,81.0,1.0,20.0,1.0,3,25.0,63
80.0,165.0,93.0,1.0,5.0,2.0,3,34.16,70
80.0,202.0,64.0,2.0,12.0,6.0,2,15.68,90
80.0,189.0,64.0,1.0,10.0,9.0,2,17.92,72
80.0,195.0,64.0,2.0,8.0,4.0,3,16.83,86
80.0,193.0,76.0,0.0,3.0,0.0,3,20.4,74
80.0,180.0,80.0,1.0,21.0,8.0,3,24.69,58
80.0,154.0,86.0,1.0,19.0,8.0,1,36.26,55
80.0,194.0,70.0,2.0,0.0,7.0,2,18.6,87
80.0,198.0,64.0,1.0,17.0,7.0,3,16.32,68
80.0,191.0,67.0,2.0,0.0,6.0,2,18.37,89
80.0,170.0,61.0,2.0,20.0,9.0,2,21.11,72
80.0,179.0,78.0,3.0,12.0,9.0,2,24.34,83
80.0,178.0,85.0,1.0,1.0,9.0,3,26.83,69
80.0,197.0,96.0,2.0,22.0,5.0,1,24.74,71
80.0,193.0,75.0,3.0,13.0,3.0,3,20.13,91
80.0,177.0,79.0,2.0,18.0,10.0,2,25.22,74
80.0,185.0,65.0,3.0,9.0,7.0,3,18.99,88
80.0,180.0,85.0,1.0,9.0,5.0,4,26.23,60
80.0,191.0,67.0,1.0,9.0,9.0,3,18.37,66
80.0,164.0,87.0,1.0,9.0,9.0,2,32.35,64
80.0,201.0,85.0,3.0,11.0,8.0,2,21.04,90
80.0,178.0,109.0,3.0,0.0,0.0,2,34.4,99
80.0,177.0,73.0,2.0,6.0,6.0,4,23.3,78
80.0,174.0,64.0,2.0,21.0,2.0,1,21.14,81
80.0,186.0,66.0,1.0,2.0,8.0,2,19.08,77
80.0,193.0,65.0,1.0,17.0,6.0,2,17.45,72
80.0,202.0,86.0,1.0,5.0,5.0,3,21.08,75
80.0,164.0,112.0,1.0,12.0,7.0,2,41.64,58
80.0,175.0,88.0,1.0,13.0,9.0,3,28.73,59
80.0,183.0,90.0,2.0,0.0,9.0,3,26.87,77
80.0,187.0,87.0,1.0,9.0,5.0,2,24.88,68
80.0,201.0,73.0,1.0,14.0,3.0,2,18.07,78
80.0,163.0,95.0,0.0,3.0,1.0,2,35.76,65
80.0,201.0,102.0,1.0,11.0,8.0,2,25.25,64
80.0,201.0,81.0,2.0,15.0,8.0,3,20.05,73
80.0,168.0,89.0,3.0,19.0,6.0,4,31.53,78
80.0,175.0,91.0,1.0,21.0,2.0,2,29.71,58
80.0,172.0,71.0,3.0,17.0,8.0,1,24.0,84
80.0,196.0,80.0,2.0,0.0,7.0,3,20.82,83
80.0,196.0,79.0,1.0,6.0,3.0,2,20.56,79
80.0,176.0,66.0,2.0,0.0,8.0,3,21.31,85
80.0,173.0,61.0,0.0,14.0,3.0,3,20.38,62
80.0,178.0,64.0,1.0,16.0,5.0,2,20.2,75
80.0,181.0,63.0,1.0,3.0,6.0,1,19.23,86
80.0,189.0,103.0,3.0,11.0,5.0,2,28.83,93
80.0,189.0,79.0,1.0,3.0,2.0,1,22.12,80
80.0,208.0,70.0,1.0,21.0,4.0,2,16.18,65
80.0,180.0,65.0,1.0,6.0,1.0,2,20.06,86
80.0,205.0,62.0,3.0,4.0,8.0,2,14.75,105
80.0,196.0,98.0,0.0,11.0,9.0,2,25.51,61
80.0,180.0,70.0,1.0,7.0,1.0,3,21.6,76
80.0,189.0,63.0,1.0,0.0,6.0,2,17.64,81
80.0,190.0,72.0,1.0,0.0,8.0,3,19.94,75
80.0,183.0,78.0,1.0,10.0,0.0,2,23.29,76
80.0,189.0,76.0,1.0,0.0,5.0,3,21.28,72
80.0,206.0,79.0,1.0,14.0,3.0,2,18.62,71
80.0,174.0,68.0,2.0,15.0,8.0,3,22.46,77
80.0,171.0,91.0,1.0,2.0,6.0,3,31.12,75
80.0,199.0,85.0,3.0,2.0,5.0,3,21.46,92
80.0,182.0,102.0,2.0,0.0,5.0,4,30.79,74
80.0,176.0,71.0,2.0,9.0,5.0,1,22.92,86
80.0,174.0,69.0,3.0,1.0,3.0,3,22.79,95
80.0,167.0,67.0,4.0,6.0,3.0,2,24.02,105
80.0,174.0,112.0,3.0,20.0,9.0,1,36.99,72
80.0,180.0,68.0,2.0,18.0,9.0,3,20.99,69
80.0,201.0,72.0,1.0,12.0,5.0,3,17.82,70
80.0,179.0,64.0,2.0,1.0,1.0,2,19.97,101
80.0,195.0,87.0,3.0,8.0,6.0,2,22.88,90
80.0,186.0,64.0,2.0,13.0,4.0,2,18.5,87
80.0,177.0,79.0,1.0,19.0,8.0,2,25.22,64
80.0,181.0,79.0,1.0,21.0,9.0,3,24.11,54
80.0,180.0,103.0,1.0,1.0,8.0,2,31.79,73
80.0,202.0,76.0,1.0,17.0,6.0,2,18.63,69
80.0,194.0,82.0,3.0,17.0,5.0,2,21.79,85
80.0,171.0,79.0,1.0,18.0,6.0,2,27.02,68
80.0,160.0,80.0,1.0,17.0,6.0,1,31.25,61
80.0,155.0,76.0,0.0,18.0,2.0,2,31.63,56
80.0,201.0,85.0,0.0,8.0,6.0,3,21.04,65
80.0,187.0,96.0,1.0,20.0,8.0,2,27.45,60
80.0,187.0,94.0,3.0,13.0,2.0,3,26.88,87
80.0,197.0,64.0,1.0,17.0,7.0,3,16.49,71
80.0,181.0,75.0,2.0,22.0,8.0,3,22.89,61
80.0,182.0,89.0,3.0,8.0,7.0,2,26.87,86
80.0,179.0,62.0,1.0,22.0,8.0,3,19.35,63
80.0,178.0,67.0,4.0,19.0,6.0,1,21.15,94
80.0,187.0,70.0,1.0,19.0,5.0,2,20.02,68
80.0,190.0,74.0,2.0,11.0,6.0,4,20.5,78
80.0,162.0,99.0,2.0,21.0,8.0,3,37.72,61
80.0,184.0,63.0,0.0,16.0,3.0,1,18.61,68
80.0,195.0,91.0,1.0,17.0,2.0,2,23.93,67
80.0,187.0,84.0,1.0,17.0,9.0,1,24.02,68
80.0,181.0,82.0,1.0,3.0,6.0,3,25.03,69
80.0,199.0,84.0,2.0,18.0,8.0,4,21.21,69
80.0,185.0,101.0,2.0,11.0,7.0,2,29.51,72
80.0,182.0,99.0,1.0,22.0,3.0,4,29.89,57
80.0,181.0,60.0,2.0,9.0,4.0,4,18.31,80
80.0,195.0,101.0,1.0,0.0,4.0,2,26.56,78
80.0,168.0,83.0,2.0,15.0,2.0,3,29.41,76
80.0,177.0,68.0,1.0,8.0,9.0,3,21.71,68
80.0,190.0,87.0,3.0,21.0,6.0,4,24.1,71
80.0,203.0,74.0,2.0,16.0,9.0,2,17.96,72
80.0,206.0,76.0,1.0,2.0,6.0,2,17.91,83
80.0,178.0,86.0,3.0,19.0,3.0,3,27.14,80
80.0,167.0,103.0,2.0,18.0,9.0,2,36.93,61
80.0,202.0,99.0,1.0,7.0,3.0,2,24.26,74
80.0,183.0,93.0,2.0,2.0,9.0,3,27.77,85
80.0,196.0,74.0,3.0,9.0,7.0,3,19.26,87
80.0,186.0,112.0,1.0,18.0,7.0,2,32.37,63
80.0,163.0,85.0,2.0,6.0,5.0,2,31.99,85
80.0,181.0,70.0,2.0,5.0,1.0,1,21.37,98
80.0,165.0,69.0,3.0,16.0,5.0,2,25.34,83
80.0,189.0,107.0,0.0,8.0,3.0,2,29.95,65
80.0,176.0,69.0,2.0,10.0,7.0,1,22.28,82
80.0,196.0,82.0,1.0,9.0,6.0,4,21.35,65
80.0,175.0,79.0,2.0,22.0,7.0,1,25.8,75
80.0,199.0,85.0,1.0,6.0,7.0,3,21.46,76
80.0,178.0,68.0,2.0,4.0,6.0,3,21.46,82
80.0,210.0,73.0,1.0,3.0,8.0,2,16.55,77
80.0,194.0,92.0,3.0,21.0,7.0,2,24.44,80
80.0,190.0,72.0,2.0,1.0,0.0,2,19.94,92
80.0,191.0,87.0,3.0,6.0,3.0,4,23.85,86
80.0,176.0,79.0,1.0,8.0,0.0,2,25.5,81
80.0,167.0,81.0,2.0,5.0,3.0,2,29.04,86
80.0,163.0,98.0,2.0,6.0,7.0,2,36.89,77
80.0,179.0,81.0,1.0,8.0,9.0,2,25.28,67
80.0,186.0,91.0,1.0,0.0,8.0,5,26.3,69
80.0,185.0,82.0,3.0,9.0,5.0,1,23.96,91
80.0,188.0,76.0,1.0,7.0,6.0,3,21.5,77
80.0,195.0,71.0,3.0,0.0,7.0,1,18.67,99
80.0,167.0,89.0,1.0,12.0,4.0,4,31.91,58
80.0,194.0,65.0,1.0,1.0,8.0,3,17.27,80
80.0,212.0,87.0,1.0,5.0,8.0,2,19.36,74
80.0,203.0,79.0,2.0,14.0,6.0,2,19.17,76
80.0,190.0,87.0,2.0,1.0,9.0,2,24.1,84
80.0,193.0,85.0,2.0,16.0,9.0,3,22.82,72
80.0,197.0,72.0,2.0,18.0,4.0,4,18.55,78
80.0,177.0,67.0,3.0,1.0,8.0,3,21.39,97
80.0,174.0,93.0,3.0,20.0,2.0,1,30.72,80
80.0,164.0,84.0,3.0,1.0,8.0,1,31.23,99
80.0,175.0,62.0,2.0,17.0,9.0,3,20.24,68
80.0,180.0,72.0,1.0,11.0,10.0,2,22.22,65
80.0,180.0,86.0,1.0,0.0,8.0,3,26.54,76
80.0,176.0,88.0,2.0,3.0,9.0,2,28.41,86
80.0,190.0,93.0,1.0,16.0,7.0,3,25.76,63
80.0,173.0,76.0,1.0,0.0,6.0,2,25.39,77
80.0,195.0,99.0,0.0,2.0,9.0,2,26.04,64
80.0,173.0,105.0,2.0,9.0,2.0,1,35.08,86
80.0,201.0,64.0,2.0,17.0,5.0,5,15.84,67
80.0,180.0,68.0,1.0,22.0,3.0,2,20.99,69
80.0,173.0,63.0,2.0,7.0,4.0,3,21.05,87
80.0,202.0,65.0,1.0,5.0,4.0,1,15.93,87
80.0,166.0,77.0,1.0,1.0,8.0,3,27.94,68
80.0,190.0,64.0,3.0,0.0,8.0,3,17.73,93
80.0,182.0,62.0,1.0,0.0,8.0,2,18.72,79
80.0,200.0,87.0,0.0,17.0,9.0,2,21.75,57
80.0,192.0,66.0,3.0,20.0,4.0,3,17.9,89
80.0,186.0,65.0,2.0,19.0,9.0,1,18.79,72
80.0,188.0,72.0,1.0,19.0,5.0,3,20.37,61
80.0,174.0,86.0,3.0,5.0,5.0,3,28.41,87
80.0,172.0,77.0,1.0,0.0,0.0,2,26.03,86
80.0,210.0,78.0,3.0,7.0,6.0,3,17.69,92
80.0,183.0,88.0,1.0,0.0,10.0,2,26.28,74
80.0,188.0,81.0,1.0,11.0,7.0,4,22.92,68
80.0,175.0,77.0,0.0,5.0,7.0,2,25.14,64
80.0,178.0,95.0,1.0,4.0,9.0,1,29.98,73
80.0,183.0,82.0,2.0,0.0,2.0,4,24.49,91
80.0,169.0,75.0,1.0,14.0,6.0,1,26.26,73
80.0,200.0,101.0,2.0,20.0,9.0,2,25.25,74
80.0,164.0,91.0,1.0,17.0,4.0,2,33.83,62
80.0,195.0,81.0,0.0,1.0,7.0,2,21.3,73
80.0,161.0,64.0,3.0,0.0,6.0,2,24.69,95
80.0,180.0,71.0,2.0,8.0,8.0,4,21.91,78
80.0,169.0,72.0,1.0,18.0,6.0,3,25.21,66
80.0,187.0,83.0,2.0,16.0,4.0,3,23.74,73
80.0,195.0,71.0,3.0,17.0,5.0,1,18.67,95
80.0,161.0,72.0,1.0,16.0,9.0,3,27.78,54
80.0,205.0,68.0,1.0,11.0,4.0,2,16.18,76
80.0,190.0,85.0,2.0,11.0,4.0,1,23.55,89
80.0,173.0,99.0,1.0,20.0,8.0,2,33.08,59
80.0,169.0,64.0,1.0,2.0,7.0,3,22.41,74
80.0,184.0,72.0,1.0,13.0,4.0,2,21.27,76
80.0,200.0,92.0,1.0,20.0,8.0,2,23.0,60
80.0,208.0,85.0,1.0,14.0,9.0,2,19.65,68
80.0,208.0,89.0,2.0,0.0,2.0,1,20.57,96
80.0,180.0,95.0,3.0,0.0,5.0,2,29.32,100
80.0,180.0,106.0,1.0,20.0,9.0,3,32.72,50
80.0,200.0,96.0,2.0,2.0,7.0,3,24.0,81
80.0,184.0,81.0,0.0,10.0,6.0,3,23.92,61
80.0,175.0,67.0,3.0,10.0,6.0,1,21.88,92
80.0,167.0,85.0,1.0,16.0,6.0,3,30.48,64
80.0,184.0,74.0,3.0,0.0,2.0,3,21.86,97
80.0,200.0,85.0,3.0,15.0,6.0,2,21.25,87
80.0,204.0,73.0,2.0,19.0,1.0,3,17.54,81
80.0,170.0,73.0,1.0,8.0,8.0,1,25.26,77
80.0,202.0,83.0,2.0,20.0,9.0,2,20.34,70
80.0,163.0,76.0,1.0,5.0,6.0,2,28.6,75
80.0,199.0,78.0,2.0,0.0,9.0,2,19.7,84
80.0,180.0,63.0,2.0,1.0,2.0,2,19.44,92
